Field,Point_ID,Aleket_cnt,ndvi_slope,gndvi_slope,green_red_ratio_slope,ndre_slope,entropy_slope,green_slope,homogeneity_slope,asm_slope
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,378.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,379.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,380.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,381.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,382.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,383.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,384.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,385.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,386.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,387.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,388.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,389.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,390.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_2011_shokef_alef,391.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,1.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,2.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,3.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,4.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,5.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,6.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,7.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,8.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,9.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,10.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,11.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,12.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,13.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,14.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,15.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,16.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,17.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,18.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,19.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,20.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,21.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,22.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,23.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,24.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,25.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,26.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,27.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,28.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,29.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,30.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,31.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,32.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,33.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,34.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,35.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,36.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,37.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,38.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,39.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,40.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,41.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,42.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,43.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,44.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,45.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,46.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,47.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,48.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,49.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,50.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,51.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,52.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,53.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,54.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,55.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,56.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,57.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,58.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,59.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,60.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,61.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,62.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,63.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,64.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,65.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,66.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,67.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,68.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,69.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,70.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,71.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,72.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,73.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,74.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,75.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,76.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,77.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,78.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,79.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,80.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,81.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,82.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,83.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,84.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,85.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,86.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,87.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,88.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,89.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,90.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,91.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,92.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,93.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,94.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,95.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,96.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,97.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,98.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,99.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,100.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,101.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,102.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,103.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,104.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,105.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,106.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,107.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,108.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,109.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,110.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,111.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,112.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,113.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,114.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,115.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,116.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,117.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,118.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,119.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,120.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,121.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,122.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,123.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,124.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,125.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,126.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,127.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,128.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,129.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,130.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,131.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,132.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,133.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,134.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,135.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,136.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,137.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,138.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,139.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,140.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,141.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,142.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,143.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,144.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,145.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,146.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,147.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,148.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,149.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,150.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,151.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,152.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,153.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,154.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,155.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,156.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,157.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,158.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,159.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,160.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,161.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,162.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,163.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,164.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,165.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,166.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,167.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,168.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,169.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,170.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,171.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,172.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,173.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,174.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,175.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,176.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,177.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,178.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,179.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,180.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,181.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,182.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,183.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,184.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,185.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,186.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,187.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,188.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,189.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,190.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,191.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,192.0,1.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,193.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,194.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,195.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,196.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,197.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,198.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,199.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,200.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,201.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,202.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,203.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,204.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,205.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,206.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,207.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,208.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,209.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,210.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,211.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,212.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,213.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,214.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,215.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,216.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,217.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,218.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,219.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,220.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,221.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,222.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,223.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,224.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,225.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,226.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,227.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,228.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,229.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,230.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,231.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,232.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,233.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,234.0,2.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,235.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,236.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,237.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,238.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,239.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,240.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,241.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,244.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,245.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,246.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,247.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,248.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,249.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,250.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,251.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,252.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,253.0,3.0,,,,,,,,
Boundary_Fields_Addition_2010-12 — Sde_Eliyahu_kemach_E,254.0,3.0,,,,,,,,
