Od,Aleket_cnt,Commends,layer,path
56.0,0,Dry tomatoes 4,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
57.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
58.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
59.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
60.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
61.0,1,Kshut,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
62.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
63.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
64.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
65.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
66.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
67.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
68.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
69.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
70.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
71.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
72.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
73.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
74.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
75.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
76.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
77.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
78.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
79.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
80.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
81.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
82.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
83.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
84.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
85.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
86.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
87.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
88.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
89.0,1,Include water lines,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
90.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
91.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
92.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
93.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
94.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
95.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
96.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
97.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
98.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
99.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
100.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
101.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
102.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
103.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
104.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
105.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
106.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
107.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
108.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
109.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
110.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
111.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
112.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
113.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
114.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
115.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
116.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
117.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
118.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
119.0,1,Include water lines,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
120.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
121.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
122.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
123.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
124.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
125.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
126.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
127.0,0,Include water pumps,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
128.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
129.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
130.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
131.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
132.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
133.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
134.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
135.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
136.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
137.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
138.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
139.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
140.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
141.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
142.0,0,Meshubash tiltan,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
143.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
144.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
145.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
146.0,1,Meshubash tiltan,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
147.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
148.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
149.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
150.0,1,Include water lines,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
151.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
152.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
153.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
154.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
155.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
156.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
157.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
158.0,0,Kadre demege,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
159.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
160.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
161.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
162.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
163.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
164.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
165.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
166.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
167.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
168.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
169.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
170.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
171.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
172.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
173.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
174.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
175.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
176.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
177.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
178.0,1,Include water lines,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
179.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
180.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
181.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
182.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
183.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
184.0,0,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
185.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
186.0,1,Include water pumps,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
187.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
188.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
189.0,1,Meshubash tiltan,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
190.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
191.0,1,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
192.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
193.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
194.0,2,,hvtgdsh_kadre,C:/Users/roni.ga/OneDrive - Migal/Roni_drive/Postdoc/Broomrape/mipuy_2011/hvtgdsh_kadre/hvtgdsh_kadre.shp
